Year,Title,Author,Type,Genre,Pages
2007,Poppy and Rye,Avi,F,fantasy,182
2007,A Gift from Saint Francis,Joanna Cole,F,historical,11
2007,Magic Treehouse: Dragon of the Red Dawn,Mary Pope Osborne,F,fantasy,105
2007,The Hardy Boys #54: The Mysterious Caravan,Franklin W. Dixon,F,mystery,182
2007,Martin the Warrior,Brian Jacques,F,fantasy,376
2007,Theras and his Town,Caroline Dale Snedeker,F,historical,252
2007,"CHS, The Chicago Years: The Caper",Nancy Rue,F,historical,188
2007,"CHS, The Santa Fe Years: The Struggle",Nancy Rue,F,historical,186
2007,The Secret of the Indian,Lynne Reid Banks,F,fiction,147
2007,Johnny Tremain,Esther Forbes,F,historical,256
2007,The Phoenix and the Carpet,E. Nesbit,F,fantasy,219
2007,"CHS, The Santa Fe Years: The Discovery",Nancy Rue,F,historical,281
2007,The Three Musketeers,Alexandre Dumas,F,classic,282
2007,We Were There at the Battle of Britain,Clayton and K.S. Knight,F,historical,179
2007,"CHS, The Chicago Years: The Stunt",Nancy Rue,F,historical,192
2007,"CHS, The Chicago Years: The Capture",Nancy Rue,F,historical,177
2007,"CHS, The Chicago Years: The Pursuit",Nancy Rue,F,historical,174
2007,"CHS, The Salem Years: The Stowaway",Nancy Rue,F,historical,194
2007,"CHS, The Santa Fe Years, The Stand",Nancy Rue,F,historical,183
2007,"CHS, The Santa Fe Years: The Mission",Nancy Rue,F,historical,180
2007,"CHS, The Santa Fe Years: The Mirage",Nancy Rue,F,historical,188
2007,"CHS, The Santa Fe Years: The Choice",Nancy Rue,F,historical,184
2007,"CHS, The Salem Years: The Samaritan",Nancy Rue,F,historical,208
2007,"CHS, The Salem Years: The Accused",Nancy Rue,F,historical,202
2007,"CHS, The Salem Years: The Guardian",Nancy Rue,F,historical,182
2007,"CHS, The Saelm Years: The Rescue",Nancy Rue,F,historical,180
2007,The Hobbit,J.R.R. Tolkien,F,fantasy,287
2007,Outcast of Redwall,Brian Jacques,F,fantasy,394
2007,My Side of the Mountain,Jean Craighead George,F,fiction,100
2007,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,F,classic,78
2007,Scout: The Secret of the Swamp,Piet Prins,F,fiction,187
2007,The Last Battle,C.S. Lewis,F,fantasy,184
2007,The War of the Worlds,H.G. Wells,F,scifi,173
2007,The Story of Rolf,Allen French,F,classic,154
2007,The Fellowship of the Ring,J.R.R. Tolkien,F,fantasy,527
2007,Loamhedge,Brian Jacques,F,fantasy,424
2007,A Traitor Among Us,Elizabeth Van Steenwyk,F,historical,124
2007,The Book of Three,Lloyd Alexander,F,fantasy,224
2007,The First Two Lives of Lukas-Kasha,Lloyd Alexander,F,fantasy,213
2007,The Bronze Bow,Jean Craighead George,F,historical,230
2007,The Black Hole,Alan Dean Foster,F,scifi,210
2007,The Black Cauldron,Lloyd Alexander,F,fantasy,178
2007,The Two Towers,J.R.R. Tolkien,F,fantasy,448
2007,Journey to the Center of the Earth,Jules Verne,F,scifi,258
2007,Pearls of Lutra,Brian Jacques,F,fantasy,408
